GSM989955,50.0
GSM989956,86.0
GSM989957,70.0
GSM989958,54.0
GSM989959,69.0
GSM989960,76.0
GSM989961,58.0
GSM989962,58.0
GSM989963,64.0
GSM989964,73.0
GSM989965,49.0
GSM989966,56.0
GSM989967,75.0
GSM989968,48.0
GSM989969,81.0
GSM989970,72.0
GSM989971,61.0
GSM989972,50.0
GSM989973,69.0
GSM989974,65.0
GSM989975,47.0
GSM989976,43.0
GSM989977,55.0
GSM989978,54.0
GSM989979,58.0
GSM989980,34.0
GSM989981,65.0
GSM989982,52.0
GSM989983,32.0
GSM989984,47.0
GSM989985,54.0
GSM989986,63.0
GSM989987,28.0
GSM989988,54.0
GSM989989,59.0
GSM989990,56.0
GSM989991,50.0
GSM989992,30.0
GSM989993,50.0
GSM989994,47.0
GSM989995,47.0
GSM989996,33.0
GSM989997,38.0
GSM989998,35.0
GSM989999,47.0
GSM990000,80.0
GSM990001,86.0
GSM990002,71.0
GSM990003,77.0
GSM990004,67.0
GSM990005,84.0
GSM990006,80.0
GSM990007,70.0
GSM990008,67.0
GSM990009,63.0
GSM990010,70.0
GSM990011,56.0
GSM990012,67.0
GSM990013,70.0
GSM990014,70.0
GSM990015,74.0
GSM990016,73.0
GSM990017,77.0
GSM990018,80.0
GSM990019,66.0
GSM990020,85.0
GSM990021,76.0
GSM990022,78.0
GSM990023,82.0
GSM990024,76.0
GSM990025,71.0
GSM990026,82.0
GSM990027,83.0
GSM990028,79.0
GSM990029,75.0
GSM990030,68.0
GSM990031,64.0
GSM990032,70.0
GSM990033,92.0
GSM990034,74.0
GSM990035,69.0
GSM990036,80.0
GSM990037,63.0
GSM990038,77.0
GSM990039,81.0
GSM990040,82.0
GSM990041,69.0
GSM990042,73.0
GSM990043,66.0
GSM990044,87.0
GSM990045,68.0
GSM990046,69.0
GSM990047,76.0
GSM990048,69.0
GSM990049,81.0
GSM990050,71.0
GSM990051,71.0
GSM990052,75.0
GSM990053,60.0
GSM990054,77.0
GSM990055,85.0
GSM990056,70.0
GSM990057,62.0
GSM990058,69.0
GSM990059,73.0
GSM990060,73.0
GSM990061,74.0
GSM990062,73.0
GSM990063,86.0
GSM990064,83.0
GSM990065,76.0
GSM990066,75.0
GSM990067,64.0
GSM990068,67.0
GSM990069,88.0
GSM990070,48.0
GSM990071,44.0
GSM990072,48.0
GSM990073,62.0
GSM990074,54.0
GSM990075,46.0
GSM990076,60.0
GSM990077,40.0
GSM990078,43.0
GSM990079,41.0
GSM990080,53.0
GSM990081,48.0
GSM990082,71.0
GSM990083,52.0
GSM990084,64.0
GSM990085,48.0
GSM990086,55.0
GSM990087,68.0
GSM990088,46.0
GSM990089,64.0
GSM990090,57.0
GSM990091,45.0
GSM990092,51.0
GSM990093,53.0
GSM990094,60.0
GSM990095,51.0
GSM990096,73.0
GSM990097,38.0
GSM990098,42.0
GSM990099,64.0
GSM990100,58.0
GSM990101,43.0
GSM990102,38.0
GSM990103,54.0
GSM990104,70.0
GSM990105,44.0
GSM990106,62.0
GSM990107,51.0
GSM990108,41.0
GSM990109,53.0
GSM990110,65.0
GSM990111,50.0
GSM990112,55.0
GSM990113,62.0
GSM990114,61.0
GSM990115,38.0
GSM990116,59.0
GSM990117,64.0
GSM990118,57.0
GSM990119,57.0
GSM990120,49.0
GSM990121,64.0
GSM990122,66.0
GSM990268,52.0
GSM990269,43.0
GSM990270,49.0
GSM990271,51.0
GSM990272,58.0
GSM990273,63.0
GSM990274,55.0
GSM990275,50.0
GSM990276,57.0
GSM990277,33.0
GSM990278,46.0
GSM990279,46.0
GSM990280,66.0
GSM990281,55.0
GSM990282,64.0
GSM990283,46.0
GSM990284,66.0
GSM990285,47.0
GSM990286,58.0
GSM990287,61.0
GSM990288,48.0
GSM990289,45.0
GSM990290,62.0
GSM990291,50.0
GSM990292,34.0
GSM990293,64.0
GSM990294,55.0
GSM990295,48.0
GSM990296,60.0
GSM990297,64.0
GSM990298,58.0
GSM990299,37.0
GSM990300,60.0
GSM990301,63.0
GSM990302,59.0
GSM990303,54.0
GSM990304,60.0
GSM990305,51.0
GSM990306,63.0
GSM990307,64.0
GSM990308,64.0
GSM990309,44.0
GSM990310,65.0
GSM990311,66.0
GSM990312,51.0
GSM990313,61.0
GSM990314,52.0
GSM990315,61.0
GSM990316,59.0
GSM990317,57.0
GSM990318,52.0
GSM990319,55.0
GSM990320,59.0
GSM990321,59.0
GSM990322,61.0
GSM990323,46.0
GSM990324,31.0
GSM990325,55.0
GSM990326,53.0
GSM990327,42.0
GSM990328,59.0
GSM990329,50.0
GSM990330,52.0
GSM990331,45.0
GSM990332,65.0
GSM990333,59.0
GSM990334,58.0
GSM990335,64.0
GSM990336,61.0
GSM990337,67.0
GSM990338,59.0
GSM990339,58.0
GSM990340,54.0
GSM990341,57.0
GSM990342,60.0
GSM990343,50.0
GSM990344,57.0
GSM990345,66.0
GSM990346,44.0
GSM990347,62.0
GSM990348,76.0
GSM990349,48.0
GSM990350,46.0
GSM990351,41.0
GSM990352,59.0
GSM990353,52.0
GSM990354,50.0
GSM990355,45.0
GSM990356,52.0
GSM990357,54.0
GSM990358,62.0
GSM990359,62.0
GSM990360,63.0
GSM990361,55.0
GSM990362,60.0
GSM990363,65.0
GSM990364,64.0
GSM990365,57.0
GSM990366,63.0
GSM990367,40.0
GSM990368,57.0
GSM990369,38.0
GSM990370,64.0
GSM990371,59.0
GSM990372,58.0
GSM990373,41.0
GSM990374,58.0
GSM990375,26.0
GSM990376,61.0
GSM990377,56.0
GSM990378,66.0
GSM990379,62.0
GSM990380,56.0
GSM990381,55.0
GSM990382,61.0
GSM990383,58.0
GSM990384,53.0
GSM990385,63.0
GSM990386,59.0
GSM990387,61.0
GSM990388,66.0
GSM990389,65.0
GSM990390,58.0
GSM990391,43.0
GSM990392,55.0
GSM990393,47.0
GSM990394,50.0
GSM990395,46.0
GSM990396,54.0
GSM990397,80.0
GSM990398,83.0
GSM990399,77.0
GSM990400,76.0
GSM990401,64.0
GSM990402,70.0
GSM990403,82.0
GSM990404,58.0
GSM990405,66.0
GSM990406,85.0
GSM990407,66.0
GSM990408,69.0
GSM990409,84.0
GSM990410,79.0
GSM990411,64.0
GSM990412,78.0
GSM990413,53.0
GSM990414,59.0
GSM990415,65.0
GSM990416,61.0
GSM990417,58.0
GSM990418,69.0
GSM990419,60.0
GSM990420,65.0
GSM990421,89.0
GSM990422,74.0
GSM990423,81.0
GSM990424,68.0
GSM990425,68.0
GSM990426,65.0
GSM990427,90.0
GSM990428,66.0
GSM990429,79.0
GSM990430,57.0
GSM990431,76.0
GSM990432,79.0
GSM990433,49.0
GSM990434,92.0
GSM990435,66.0
GSM990436,59.0
GSM990437,76.0
GSM990438,56.0
GSM990439,52.0
GSM990440,65.0
GSM990441,73.0
GSM990442,65.0
GSM990443,84.0
GSM990444,51.0
GSM990445,78.0
GSM990446,53.0
GSM990447,68.0
GSM990448,52.0
GSM990449,72.0
GSM990450,48.0
GSM990451,60.0
GSM990452,61.0
GSM990453,69.0
GSM990454,81.0
GSM990455,56.0
GSM990456,79.0
GSM990457,82.0
GSM990458,58.0
GSM990459,75.0
GSM990460,78.0
GSM990461,57.0
GSM990462,70.0
GSM990463,77.0
GSM990464,56.0
GSM990465,67.0
GSM990466,76.0
GSM990467,89.0
GSM990468,69.0
GSM990469,79.0
GSM990470,80.0
GSM990471,76.0
GSM990472,48.0
GSM990473,61.0
GSM990474,52.0
GSM990475,69.0
GSM990476,41.0
GSM990477,69.0
GSM990478,65.0
GSM990479,45.0
GSM990480,66.0
GSM990481,76.0
GSM990482,76.0
GSM990483,45.0
GSM990484,71.0
GSM990485,52.0
GSM990486,84.0
GSM990487,57.0
GSM990488,68.0
GSM990489,74.0
GSM990490,33.0
GSM990491,68.0
GSM990492,73.0
GSM990493,79.0
GSM990494,72.0
GSM990495,78.0
GSM990496,68.0
GSM990497,52.0
GSM990498,64.0
GSM990499,27.0
GSM990500,29.0
GSM990501,44.0
GSM990502,41.0
GSM990503,45.0
GSM990504,27.0
GSM990505,48.0
GSM990506,56.0
GSM990507,34.0
GSM990508,69.0
GSM990509,56.0
GSM990510,47.0
GSM990511,56.0
GSM990512,60.0
GSM990513,75.0
GSM990514,60.0
GSM990515,47.0
GSM990516,55.0
GSM990517,32.0
GSM990518,23.0
GSM990519,43.0
GSM990520,47.0
GSM990521,44.0
GSM990522,37.0
GSM990523,27.0
GSM990524,69.0
GSM990525,28.0
GSM990526,51.0
GSM990527,57.0
GSM990528,19.0
GSM990529,44.0
GSM990530,49.0
GSM990531,34.0
GSM990532,44.0
GSM990533,62.0
GSM990534,30.0
GSM990535,49.0
GSM990536,36.0
GSM990537,25.0
GSM990538,36.0
GSM990539,21.0
GSM990540,40.0
GSM990541,22.0
GSM990542,36.0
GSM990543,58.0
GSM990544,83.0
GSM990545,69.0
GSM990546,89.0
GSM990547,89.0
GSM990548,66.0
GSM990549,55.0
GSM990550,82.0
GSM990551,73.0
GSM990552,77.0
GSM990553,80.0
GSM990554,79.0
GSM990555,73.0
GSM990556,82.0
GSM990557,85.0
GSM990558,91.0
GSM990559,85.0
GSM990560,86.0
GSM990561,74.0
GSM990562,90.0
GSM990563,87.0
GSM990564,76.0
GSM990565,81.0
GSM990566,59.0
GSM990567,73.0
GSM990568,76.0
GSM990569,85.0
GSM990570,69.0
GSM990571,85.0
GSM990572,85.0
GSM990573,84.0
GSM990574,83.0
GSM990575,67.0
GSM990576,85.0
GSM990577,76.0
GSM990578,87.0
GSM990579,84.0
GSM990580,82.0
GSM990581,93.0
GSM990582,71.0
GSM990583,80.0
GSM990584,88.0
GSM990585,72.0
GSM990586,77.0
GSM990587,56.0
GSM990588,92.0
GSM990589,78.0
GSM990590,71.0
GSM990591,89.0
GSM990592,54.0
GSM990593,66.0
GSM990594,75.0
GSM990595,90.0
GSM990596,66.0
GSM990597,77.0
GSM990598,82.0
GSM990599,65.0
GSM990600,58.0
GSM990601,75.0
GSM990602,88.0
GSM990603,74.0
GSM990604,69.0
GSM990605,83.0
GSM990606,83.0
GSM990607,70.0
GSM990608,64.0
GSM990609,50.0
GSM990610,74.0
GSM990611,69.0
GSM990612,86.0
GSM990613,66.0
GSM990614,70.0
GSM990615,89.0
GSM990616,78.0
GSM990617,69.0
GSM990618,64.0
GSM990619,79.0
GSM990620,92.0
GSM990621,70.0
GSM990622,77.0
GSM990623,78.0
GSM990624,71.0
GSM990625,68.0
GSM990626,61.0
GSM990627,73.0
